domain,"in_TI_phishtank"
"btbroadband-chpk.glide.page",true
"www.jotform.com",true
"1rsyke-5e.myshopify.com",true
"kimmado.xsrv.jp",true
"crm.primegateoffice.net",true
"browser-exo-sso.pages.dev",true
"store.workshopmodsreview.com",true
"wqjps.ethique-services.eu:8443",true
"easyfilingcabinet.com",true
"pickup-fr-relay.com",true
"gateway-io-web3exo.pages.dev",true
"dbs-form-id.pages.dev",true
"manage-exodss-en.pages.dev",true
"docs.zoom.us",true
"allegro.pl-oferta2045894.icu",true
"preview.webflow.com",true
"btinternetcomfsfx-xrpm.glide.page",true
"silly-acknowledge-272796.framer.app",true
"prodauth43811.makeweb.co",true
"pickup-fr-espace.com",true
"dbs-form.pages.dev",true
"btinternetcomxxchn-dk96.glide.page",true
"significant-members-521342.framer.app",true
"www.dropbox.com",true
"2fh9fa.share-eu1.hsforms.com",true
"btinternetcomxxhx-0hot.glide.page",true
"www-suivi-pickup.com",true
"lockers-fr-espace.com",true
"fr-www-pickup.com",true
"smbc-card893.club",true
"smbc-card972.club",true
"smbc-card418.club",true
"smbc-card512.club",true
"smbc-card986.club",true
"smbc-card634.club",true
"smbc-card609.club",true
"ledger--home-login.pages.dev",true
"trezor-start-io-auth.pages.dev",true
"uphold-logins.pages.dev",true
"uphld-wallet.pages.dev",true
"wallet-uphold-info.pages.dev",true
"new-uphld-user.pages.dev",true
"sso-uphold-lgn.pages.dev",true
"web-trezorsuite.pages.dev",true
"trezor-suite-dow-nload.pages.dev",true
"trezor-sui-te-app-2g4.pages.dev",true
"meta-mask-wallet-912.pages.dev",true
"learn--io-trezorr.pages.dev",true
"auth-trezorwallet.pages.dev",true
"trezsurwallet-logn--view.pages.dev",true
"trrezorwalletlogin.pages.dev",true
"faq-trezor-suite-eng-us.pages.dev",true
"secure-suite-doc-trezo.pages.dev",true
"trazorsuite-packages.pages.dev",true
"trezorsuitdownload.pages.dev",true
"tr-trezor-io.pages.dev",true
"sso-trezor-suite-x.pages.dev",true
"trezurr-iostret-sso.pages.dev",true
"wel-trezor-iostrt-auth.pages.dev",true
"us-ledger-livee-login.pages.dev",true
"live-dsktop-ledgrr-auth.pages.dev",true
"logn-trezr-auths-io.pages.dev",true
"suite-trezor-app.pages.dev",true
"sso-trezr-logn-en.pages.dev",true
"get-robinhood-login.pages.dev",true
"support-ledger-com-auths.pages.dev",true
"home-trezor-usa.pages.dev",true
"login-meta-io.pages.dev",true
"metamassk-login.pages.dev",true
"meta-masklogin-faq.pages.dev",true
"meetamask-login.pages.dev",true
"sso-uphld-com--auth.pages.dev",true
"uphl-d-com-cdn-auth.pages.dev",true
"u-phld-com-cdn-auth.pages.dev",true
"get-upholdlogin.pages.dev",true
"support-ledgrlogin-eng.pages.dev",true
"desh-en-ledger-live.pages.dev",true
"auths-ledgrlive-us.pages.dev",true
"ledgere-live.pages.dev",true
"support-ledgor-en-auths.pages.dev",true
"auth-trezri-start.pages.dev",true
"ledglive-login-review.pages.dev",true
"ledger-wallet-wasq.pages.dev",true
"start-ledger-com-4v2.pages.dev",true
"doc-leger-login.pages.dev",true
"support-ledger-live-wallet-en.pages.dev",true
"liveledger-login-3te.pages.dev",true
"login--ledgerlive.pages.dev",true
"ledger-login-helpweb.pages.dev",true
"k-oin-login.pages.dev",true
"ht-x-login-sso.pages.dev",true
"trezor-suite-wallet-ai.pages.dev",true
"trezor-hlep-hardware-wallet.pages.dev",true
"dbsq.pages.dev",true
"auth-com-ledger.pages.dev",true
"auth-bridge.pages.dev",true
"certifynow.pages.dev",true
"hardwere-trezor-en.pages.dev",true
"awwrchitect.com",true
"rosamadera.com",true
"virbasatool.dynv6.net",true
"www.theloopsolution.com",true
"wetransfer-files.vercel.app",true
"hrcs.pathlab.com.my",true
"mail.atn.ndh.mybluehost.me",true
"rmeyanaiik.github.io",true
"nazirestate.com",true
"alldoms-pages2.s3.us-east-005.backblazeb2.com",true
"mirabel.za.com",true
"iobookseries.com",true
"ingacceo.jdevcloud.com",true
"www.codea.go.cr",true
"sudvel.sa.com",true
"mligros.cc",true
"jpja-theview00.com",true
"tuan-3ad-chiu.sbs",true
"mail.uas.azz.mybluehost.me",true
"www.miseaniveau.info",true
"sco.tvy.mybluehost.me",true
"gateway-graphics.com",true
"vortexaas.icu",true
"u8dal0gj8o-k67rwvvll-e3smydp0ng.2p5qcfawl.workers.dev",true
"servicerueckerstattungen.com",true
"rmz7y5j.hemmo7ib38.workers.dev",true
"medicavie.com",true
"app-68c5d53a-c154-832b-98c08736.ads-auth.workers.dev",true
"callcashprogram.com",true
"captcha-app-login.com",true
"ozyxcv.short.gy",true
"lnk.ink",true
"copyright-videofb.com",true
"thelinkedup123.top",true
"481g2g.short.gy",true
"recaptcha.accountscenter-metaquest.com",true
"captcha-metacloudl.com",true
"www.nacw.gov.kh",true
"vrcvwmn.xyz",true
"rairkji.xyz",true
"ppo.nnh.mybluehost.me",true
"mxxpulf.xyz",true
"masukomu.jp",true
"ethnzzt.xyz",true
"cb46696.tw1.ru",true
"baqonuy.xyz",true
"did.li",true
"pub-94fa926dc5904283b47cc5a0c366835a.r2.dev",true
"tfnor.wpenginepowered.com",true
"schnellpro.link",true
"mindful-photos-506715.framer.app",true
"s-tan-anmeldungshilfe-servicemember.codeanyapp.com",true
"pagina-de-rastreio.netlify.app",true
"s3.us-east-2.amazonaws.com",true
"modarush.nu",true
"cz97934.tw1.ru",true
"ledmediaadv.ro",true
"rb.gy",true
"kotuqnshe.de",true
"workinglikeaman-gxg78kvb24.edgeone.app",true
"bafybeiazke24vsfs5libojnbs7i4wv4y32tvnffegjhoipmyxle4jepnse.ipfs.dweb.link",true
"pub-d94f486b7cd247489f579f84ff5f6c91.r2.dev",true
"pub-ffc9602fe816442b9c9dfdaa8094cdc9.r2.dev",true
"pub-94f3c281cbf0481ea358de0cb7055cf9.r2.dev",true
"pub-16688967e5014befa7824810c568cf2a.r2.dev",true
"mesh-rpcnode.pages.dev",true
"latest-28h.pages.dev",true
"trasaksi110jt-20jtterpecayaclaimsekarngtunguapalagi.pages.dev",true
"trasaksi10jt-20jttearpecayaclaimsekarngtunguapalagi.pages.dev",true
"671ccb3b247306c6d786f9c7--luminous-tartufo-aa0c6f.netlify.app",true
"korcapsot.ink",true
"dhelsy.click",true
"autexpres.click",true
"ptvady.click",true
"ptvefs.click",true
"tclael.ink",true
"japan-aotucheck.index-sign.bv07z3.top",true
"japan-aotucheck.index-sign.ie8ncg.top",true
"smbc-card216.club",true
"smbc-card412.club",true
"smbc-card991.club",true
"smbc-card320.club",true
"fr-lockers-mercredi.com",true
"ilovedevelopers.com",true
"allegrolokalnie.pl-oferta919673.cfd",true
"banco-bradesco-chatbia-netempresa.site",true
"bhd-home-pag.vercel.app",true
"my.forms.app",true
"produbanco-enlinea.vercel.app",true
"ofzccl8.cn",true
"yr3icjq.cn",true
"11ca4f6d-aa7c-4f98-8428-98f62b9f69ce-00-2nt5vwl250rgo.janeway.replit.dev",true
"chatpjcorporativo.com",true
"smashpadel.sbs",true
"fcd2329d-3a2d-4ca9-a80b-632447543b7e-00-1bnffk9od8lsu.kirk.replit.dev",true
"riviovieirabatista.site",true
"jpnbnm.cn",true
"ffyakazs.cn",true
"mrbarbepromericingress.netlify.app",true
"xmkfm-cancelaciong0ribhsx.weebly.com",true
"bhd-leon-creditos-para-ti.vercel.app",true
"ae2779e3-e751-4157-995c-a0d9c3c5c94c-00-2xbvj7dlw7mnn.worf.replit.dev",true
"bojcune.vercel.app",true
"liderbciservicofnanier.com",true
"cpanel502.turbify.biz",true
"allegrolokalnie.pl-oferta457888382.sbs",true
"trezorio-start-home.netlify.app",true
"trezr-startt-io-cdn.netlify.app",true
"portal-trezr-cdn.dora.run:443",true
"portal-trezr-cdn.dora.run",true
"sso-trezor-io-logn.dora.run",true
"sso-trezor-io-logn.dora.run:443",true
"bridgetrezo-cdn.dora.run",true
"bridgetrezo-cdn.dora.run:443",true
"nvcuibasepruulogi.godaddysites.com",true
"meta-clearing.pages.dev",true
"jd3kbgiz.dora.run",true
"jd3kbgiz.dora.run:443",true
"en-suites-cdn.dora.run",true
"en-suites-cdn.dora.run:443",true
"zimbra-webclient-08974342341.netlify.app",true
"cuddly-devices-077234.framer.app",true
"io-bridge-trezor.dora.run:443",true
"fisdas.click",true
"dissas.click",true
"nbaviso-sms.app",true
"help-web3-exods.pages.dev",true
"office365emailverification15.wordpress.com",true
"litalis-renouv.info",true
"o7xpoln.u9abra.cyou",true
"mass.hvpaybre.cc",true
"tax.ny-ha.cc",true
"allegrolokalnie.pl-oferta1032584.site",true
"allegrolokalnie.pl-oferta1964263.cfd",true
"www.smbc.hatail.shop",true
"www.smbc.idalus.shop",true
"ldmhxpvtmc.cyou",true
"qdkdrk.cn",true
"nqjmewz.cn",true
"hometrade-nomura.3wgo2en8.top",true
"nrkleipes.de",true
"bienvenidoclientebhdrd.replit.app",true
"state.bcfpay.cc",true
"41795q.share-na2.hsforms.com",true
"jessicas-stellar-site-8ec253.webflow.io",true
"2fgrfc.share-eu1.hsforms.com",true
"2fgl98.share-eu1.hsforms.com",true
"2fed09.share-eu1.hsforms.com",true
"2ffk4m.share-eu1.hsforms.com",true
"2ffkd4.share-eu1.hsforms.com",true
"allegro.pl-oferta9137521.icu",true
"webflow.us21.list-manage.com",true
"pay.pagamentoseguro.club",true
"allegrolokalnie.pl-oferta-7559651551-monitor-asus-rog-ps4.shop",true
"state.ertpay.cc",true
"wwsf62ee6w2te8dfw87cf.weebly.com",true
"woven-knot.weebly.com",true
"wmailzzkrzjkutkr01.weebly.com",true
"wmailzzkrzjkutkr0.weebly.com",true
"wmailzzkrzjkut93z.weebly.com",true
"wmailzzkrzjkut82kr.weebly.com",true
"wmailzzkrzjkut5krr.weebly.com",true
"wmailzzkrzjkut5999.weebly.com",true
"wmailsignin0000z97jed2.weebly.com",true
"wdesmail.webflow.io",true
"allegrolokalnie.pl-oferta1428535.cfd",true
"v0lny66.weebly.com",true
"uniglobalserverlinetrentthdie.weebly.com",true
"thirdlargestcreditcard8282randdiscover.weebly.com",true
"sweeptakes445.godaddysites.com",true
"sp781297.sitebeat.crazydomains.com",true
"sp708223.sitebeat.crazydomains.com",true
"site-yn3fs842k.godaddysites.com",true
"site-ae92cgkt6.godaddysites.com",true
"site-2cfbo9npd.godaddysites.com",true
"pondbigbig.weebly.com",true
"plattformhochladenpdf-dokumenten.weebly.com",true
"photonyueemauviise.weebly.com",true
"onlineserviceboxremaxx.weebly.com",true
"lizimbra.weebly.com",true
"lationseasilysoubrowsetheweb.weebly.com",true
"hrfracrese.weebly.com",true
"hbiz142inmotionhosting.weebly.com",true
"expensivegymbrandsincludequinolifetime.weebly.com",true
"en-wetranser.weebly.com",true
"eateli.weebly.com",true
"eaalrtrrcu.weebly.com",true
"domane-benutzername.webflow.io",true
"derivativecontractsanderivespecified.weebly.com",true
"businesscertify.weebly.com",true
"baucarshopee1433.weebly.com",true
"alodnjfj.weebly.com",true
"aeb40.weebly.com",true
"cuongphat.vn",true
"globaleducationproject.org",true
"www.MymailUSTaxes.com",true
"mass.reveui.cc",true
"forgot-user-id-105480.weeblysite.com",true
"tax.ny-ssi.cc",true
"revenue.safety-paypc.my",true
"minnesota.revenuexls.cc",true
"staging.d74fvotk748y0.amplifyapp.com",true
"py3uae.cyou",true
"o7xpoln.p2ickv.top",true
"qriqlsjqfeyyiubz.laviniamushy.workers.dev",true
"linkly.link",true
"pbl-dstrib.com",true
"mass.hvpaybrs.cc",true
"tax.ny-mq.cc",true
"grupodarsa.com.do",true
"pblr-dstrib.com",true
"www.cathaybooking.click",true
"nvobnco-alerta.app",true
"www.whats-zor.vip",true
"palivor360.com",true
"sixflagsrosarito.com",true
"x0q7sv.cfd",true
"wlcjhr.cfd",true
"qzotae.cfd",true
"nre1qg.sbs",true
"lqtr2f.lat",true
"moncompte-ulys.com",true
"kp92na.cfd",true
"k8bun1.cfd",true
"iyohjo.sbs",true
"ih84ac.cfd",true
"hv17rw.sbs",true
"hg2qjw.sbs",true
"fqoc8n.cfd",true
"dev-service25.co",true
"dev-service25.top",true
"tax.ny-bx.cc",true
"fboj06.cfd",true
"e5dtgy.cfd",true
"c05ve8.icu",true
"c0p490.cfd",true
"taxny.revenue-fk.cc",true
"minnesota.revenuexla.cc",true
"7u49cx.cfd",true
"728r84.sbs",true
"6rh2ls.cfd",true
"6oty0w.icu",true
"5s6vgi.cfd",true
"3n1jgv.cfd",true
"2um1el.sbs",true
"1xan1q.cfd",true
"0dlvnp.cfd",true
"allegrolokalnie.pl-oferta1143181.cfd",true
"wwi.livelo-valoriza.info",true
"applicationmtsorg.s3.us-east-005.backblazeb2.com",true
"allegrolokalnie.pl-oferta457888382.cyou",true
"shegebt.weeblysite.com",true
"en.kwinboxnojunk.top",true
"en.fullshoot.icu",true
"delivery.ara-mex.com",true
"arnathgeo.com",true
"dev-service25.shop",true
"www-prog-pickup.com",true
"trkf99puc8qkju1qe3.blob.core.windows.net",true
"hdtv-antenna-pl.btl-goods.xyz",true
"www-programme-pickup-fr.com",true
"nbalertasms.app",true
"bt-voicecalm.sellfy.store",true
"bt-voiceastonishing.sellfy.store",true
"auth--web3-exod-web.pages.dev",true
"allegrolokalnie.okazje-promo-ogrod992.sbs",true
"allegrolokalnie.okazje-promo-inne992.sbs",true
"allegro.pl-2680948.cfd",true
"bik1nc.webwave.dev",true
"allegrolokalnie.pl-2680948.cfd",true
"smartsecure-co-relay.info",true
"myhermesi05.top",true
"smkcvipbintuanarikgujp.beauty",true
"smbc-card217.club",true
"smbc-card860.club",true
"smbc-card501.club",true
"smbc-card925.club",true
"smbc-card211.club",true
"smbc-card433.club",true
"smbc-card255.club",true
"hometrade-nomura.m29uvp.top",true
"hometrade-nomura.o4v3dv.top",true
"hometrade-nomura.wh9lkw.top",true
"myhermesi05.help",true
"myhermesc22.top",true
"allegrolokalnie.pl9474638oferta.icu",true
"myhermesi05.icu",true
"myhermesc22.help",true
"www-coursier-vendredi.com",true
"en-exodus-web3wallet.pages.dev",true
"form.jotform.com",true
"exodaswailet-en.pages.dev",true
"noderesolvedex.pages.dev",true
"www-coursier-redirect.com",true
"nthwtxbllcab.myfunnelish.com",true
"fr-pgrm-coursier.com",true
"onifdpsoym.manyoftheobjects.com",true
"trzfstgg67sdfsdijiug.estaban300.workers.dev",true
"owltoevmdao.pages.dev",true
"orbitervalidator.pages.dev",true
"support-exodaswailet.pages.dev",true
"fr-pickup-programmation.com",true
"doc-exodsweb3-io.pages.dev",true
"defi-exods-en.pages.dev",true
"exodaswailet.pages.dev",true
"emanuelefiano.info",true
"exodsweb3-tag.pages.dev",true
"exods-web3.pages.dev",true
"gateway-exsds-en.pages.dev",true
"doc--exo-dusweb.pages.dev",true
"site-exo-sso.pages.dev",true
"jp-vpass.smkcvipyakikissajp.cyou",true
"jp-vpass.smkcvipwakissarujp.cyou",true
"beamerboyz.shop",true
"www-programmer-lockers-fr.com",true
"www-locker-client-fr.com",true
"helpful-checkbox-607711.framer.app",true
"investmentpulse.net",true
"greendot.workspace.corp.wallconcept.com.my",true
"refundservicedlsney.com",true
"activ-flix.com",true
"japan-aotucheck.index-sign.ip1p.top",true
"japan-aotucheck.index-sign.oidd.top",true
"smbc-card410.club",true
"smbc-card504.club",true
"smbc-card622.club",true
"smbc-card311.club",true
"smbc-card405.club",true
"smbc-card718.club",true
"qjeb6dt.cn",true
"www.smbc.cardsa.shop",true
"resbscribe-ntfx.info",true
"crestkaleido.com",true
"investmentpulse.icu",true
"pretty-booking-331563.framer.app",true
"investmentpulse.cc",true
"user-netflix.info",true
"site4-sbisec.b0fgpx.top",true
"www.smbc.budeli.shop",true
"twxccn.cn",true
"milca09toledo.github.io",true
"ffygfcvv.cn",true
"mrerealestate.com",true
"fourtechplus.com",true
"raikuen-bank.71vb3d.top",true
"monex-jp.thefilmyexpress.com",true
"housecancer.com",true
"9tdun9zm3.cn",true
"ss213211.hostingcare.net∕fUwokZib∕gpyihG∕EbQIZq@yhj198.com",true
"rb1hdiqv.cn",true
"open-monex.cljtkk.com",true
"etc-show.com",true
"wcexplorer-link.onwebapps.com",true
"www.smbc.calaif.shop",true
"www.smbc.lcaaif.shop",true
"www.sbisec.co.jp.1bb62ur.cyou",true
"www.sbisec.co.jp.2hkrlpy.cyou",true
"www.sbisec.co.jp.eneod1u.cyou",true
"aauiwr.cn",true
"336bakp.cn",true
"allegrolokalnie.allegrolokalnie-oferta-927194.cfd",true
"abcpulverizacao.com.br",true
"bestcargoindiapackers.co.in",true
"webstarau.com",true
"1pteclaw.life",true
"canstreak.com",true
"allegro.pl-oferta3446564.shop",true
"allegrolokalnie.pl-oferta8319512.icu",true
"allegro.pl-oferta8319512.icu",true
"online.sc.mufg.jp.lfvvdtkrdn.cyou",true
"ufggfj.y8g0p.cyou",true
"ufggfj.nh1do.cyou",true
"ufggfj.vj1zm.cyou",true
"unformqbjk.com",true
"lutheranhighstcharles-bid-proposal.framer.website",true
"lihi.cc",true
"www.bancochlle.xyz",true
"cscp252.cc",true
"netempresapj.info",true
"tdooweo.cn",true
"www.mizuho-sc.com.lbymnfkemn.cyou",true
"5fj3rdo.cn",true
"2ia6aqp.cn",true
"ygmewyt.cn",true
"tgbgbsj.cn",true
"kxbax.cn",true
"nlmif.cn",true
"sfexs.cn",true
"1ozfrhj.cn",true
"vskql.cn",true
"f326sks.cn",true
"kplbf.cn",true
"hhrkytg.cn",true
"vhers.cn",true
"xmialip.cn",true
"ftqsteu.cn",true
"ytkcand.cn",true
"prnin.cn",true
"produbancogrupromericdigital-ec.vercel.app",true
"bobv.cc",true
"allegrolokalnie.allegrolokalnie-oferta-847192.cfd",true
"allegrolokalnie.pl-oferta-6093320.icu",true
"blennette.eriqepn.cn",true
"okdownloads.cc",true
"pancakeswaptoken.pages.dev",true
"allegrolokalnie.pl-oferta5491181.cfd",true
"allegro.pl-oferta923172.icu",true
"allegro.pl-oferta5491181.cfd",true
"allegrolokalnie.pl-oferta773985.icu",true
"allegrolokalnie.pl-73767-personal.shop",true
"allegrolokalnie.pl-oferta923172.icu",true
"tax.ny-ssv.cc",true
"allegrolokalnie.pl-ogloszenie-6703436.rest",true
"tax.ny-od.cc",true
"revenue.refundet.cc",true
"tax.ny-ssk.cc",true
"tax.ny-oc.cc",true
"allegrolokalnie.pl-oferta3581093.icu",true
"jdyl88.top",true
"hjyl88.top",true
"allegro.pl-oferta3581093.icu",true
"allegro.pl-oferta0946047.cfd",true
"allegrolokalnie.pl-ogloszenie-9740936.rest",true
"relay-coliservice.com",true
"atualizacaoparaseguranca.digital",true
"ohio.payngq.cc",true
"allegrolokalnie.pl-oferta0946047.cfd",true
"allegrolokalnie.536721.shop",true
"allegrolokalnie.pl-oferta9569874.cfd",true
"gytrlinea.z28.web.core.windows.net",true
"mass.revenuey.cc",true
"bcistore.top",true
"app.resgatecombo.click",true
"app.sistema-resgat.online",true
"app.sistemaresgat.info",true
"app.resgat-programa.info",true
"app.sistema-resgate.live",true
"app.sistema-resgat.click",true
"app.resgat-programa.click",true
"cu1stsecureale.weebly.com",true
"cu1prosecurealert.weebly.com",true
"cu12securelast.weebly.com",true
"debit0compcuscasv.weebly.com",true
"allegrolokalnie.pl-900175.cfd",true
"allegrolokalnie.pl-oferta213991.sbs",true
"allegrolokalnie.pl-oferta-2137651551-macbook-pro-2022-m2-89-kondycji.shop",true
"allegrolokalnie.pl-oferta6778152.cfd",true
"allegrolokalnie.pl-5438.cfd",true
"allegrolokalnie.pl-oferta-2137651551-macbook-pro-2022.sbs",true
"cancel-cuscasvtlan.weebly.com",true
"weekly-stack-173602.framer.app",true
"funny-homeowners-913010.framer.app",true
"teal-style-844854.framer.app",true
"strat-io-trzsm.github.io",true
"readable-majority-491791.framer.app",true
"goodness-points-571052.framer.app",true
"responsible-elements-907662.framer.app",true
"incredible-works-882171.framer.app",true
"trzr-brdggg.github.io",true
"mass.revewt.cc",true
"revenue.refundwt.cc",true
"allegro.pl-oferta7272696.sbs",true
"transportedigno.cl",true
"us9.campaign-archive.com",true
"us19.campaign-archive.com",true
"us18.campaign-archive.com",true
"us4.campaign-archive.com",true
"allegrolokalnie.pl-oferta4123617.icu",true
"us7.campaign-archive.com",true
"us6.campaign-archive.com",true
"us8.campaign-archive.com",true
"allegro.pl-oferta4123617.icu",true
"allegrolokalnie.pl-oferta7272696.sbs",true
"allegrolokalnie.pz-3325867.xyz",true
"us5.campaign-archive.com",true
"tax.ny-pz.cc",true
"us3.campaign-archive.com",true
"floridarevenuef.us.cc",true
"us20.campaign-archive.com",true
"us17.campaign-archive.com",true
"us10.campaign-archive.com",true
"us13.campaign-archive.com",true
"allegrolokalnie.pl-oferta8509828.shop",true
"us12.campaign-archive.com",true
"allegro.pl-oferta8509828.shop",true
"us15.campaign-archive.com",true
"mass.revaoiud.cc",true
"us1.campaign-archive.com",true
"mass.revewu.cc",true
"banco.bradescoprimefisica.com",true
"revenue.refundku.cc",true
"tax.ny-ut.net",true
"bit.ly",true
"allegro.pl-oferta8621906.icu",true
"signalstudio.wixstudio.com",true
"exodoss-web-access.pages.dev",true
"update-subscription-netflix.com",true
"www.update-subscription-netflix.com",true
"mosswines.com",true
"62db0b70.mobileprofessor.ch",true
"goanlxc9.bentley-vip-service.de",true
"myhermesde03.help",true
"xsodus.pages.dev",true
"help-docexodosweb-en.pages.dev",true
"myhermesde03.top",true
"myhermesu50.top",true
"allegrolokalnie.promo-okazje-lato883.sbs",true
"insuremytrezor.com",true
"allegro.pl-oferta81762536377661515283.cfd",true
